rank,arab,exchange_art_url,score
1996,ArabPunkz #3749,https://exchange.art/single/Gy9Ke2F4hu1JN6hpTiwqCmBZGLxzQS2JExncmmhUqkZv,0.00000787978363004301%
1997,ArabPunkz #1613,https://exchange.art/single/9QgF1F1coaDbvDmVHp7pSKGXrpXwbYwBB7AzkiXVG5Wu,0.00000788312369490773%
1998,ArabPunkz #3030,https://exchange.art/single/6dHbtDeEPNFWm9PDu9sB1rpLtHUHZvaaNZ93AozA1bB5,0.00000788357261901004%
1999,ArabPunkz #732,https://exchange.art/single/7FQR1b62sHMogFe6kZtMTsaFiGgTsBF8UNMqdoAMFSLw,0.00000788383584242839%
2000,ArabPunkz #3830,https://exchange.art/single/9x5m1ENJmT5yLUjF3vFoGjz3iqEFkMJfN31NpdDib9t,0.00000790012128138133%
2001,ArabPunkz #1069,https://exchange.art/single/8vogQGPuAUgHctSMLoa6wVXWbPfRFbcBTtAVFeRQVKG,0.00000790156353601780%
2002,ArabPunkz #4652,https://exchange.art/single/CeHDks15q1AehmVoWdmYrZzX3q8mzUN26rBT1xuAMF7D,0.00000790805669580163%
2003,ArabPunkz #929,https://exchange.art/single/HavRUkegJn8ZwuGJCa2vu3UZkMq8sPqHiLuCBi1uK6HV,0.00000790817575983721%
2004,ArabPunkz #2445,https://exchange.art/single/CidBph8VqGmoKr9x3LMkDpu1k2AujpGWfWpMz7kvnVQ7,0.00000791636071696840%
2005,ArabPunkz #649,https://exchange.art/single/D6JATj5BxEdHNyugNwaPvNc45UjBijmBAvkCUZCqaRnD,0.00000792019630512029%
2006,ArabPunkz #159,https://exchange.art/single/2bX8K31wRweUWrzDQtDaoJ76guuNSjbmkJJoAcfxktDA,0.00000792365494249855%
2007,ArabPunkz #828,https://exchange.art/single/HKJYvAsYND1MN58wRz2zfMobVn8QXFZupT8DrMnBGfhM,0.00000792457898721178%
2008,ArabPunkz #3955,https://exchange.art/single/DeXKbc7sdijpeQAqo5jMUjnvVmMQ5nEBDH7bpSs1iSZm,0.00000792558597412293%
2009,ArabPunkz #2434,https://exchange.art/single/CvdJXKq7hhKd264pxdqzs1t9pfUqyMM9fV6EZfN75MMP,0.00000792687069793663%
2010,ArabPunkz #719,https://exchange.art/single/5Xf4UvhDyZUQNsfjHWGv3RhJu6jreE9uCA2V1X5yf8rK,0.00000793066661984471%
2011,ArabPunkz #4524,https://exchange.art/single/HcLSVGf1MMvqz1PFJZSLjUxvfGKkGSUtKySgZQYz6VBY,0.00000793257872294816%
2012,ArabPunkz #1199,https://exchange.art/single/3rJ4RFtYuUkobUEN29z461xNo61MZEQAnFDcRrtfPdzs,0.00000794655600326878%
2013,ArabPunkz #2071,https://exchange.art/single/5hSE3eC1y8EQJtMd55XTUevCzNEzAMvQNNHyW6Qx1DQ3,0.00000795138957312165%
2014,ArabPunkz #2173,https://exchange.art/single/BbmPxEaCaD6EtPnnsx7HPfSJzrxP6G8TcFXWSsyLYvhv,0.00000796074229483804%
2015,ArabPunkz #4367,https://exchange.art/single/3hEpCXfeECNTtnWmZkR4YXgXM7ctdEkLo4Km9Hfoe57x,0.00000796429346392792%
2016,ArabPunkz #3445,https://exchange.art/single/8muhQVmFMnyPgB5Jpxa6kuYsTfxhykMqjCiu223mY1Ns,0.00000798806463515749%
2017,ArabPunkz #409,https://exchange.art/single/DXRxZCiPQfgtD4Ba1eabqSAwn9UpiTMgx9DQXMbaB1st,0.00000798986481125273%
2018,ArabPunkz #809,https://exchange.art/single/9cVV7LioE43dfBusfwz1oR2Hy53Y1mj21v15eNnrx41B,0.00000799833015245279%
2019,ArabPunkz #3046,https://exchange.art/single/41DAYXqkC6SaTEG8tMEcJgUB7BgtyGNMDPqtJW3gMXvD,0.00000800300969805221%
2020,ArabPunkz #3536,https://exchange.art/single/7SWwbttFCMMkzMQQKiP3BSVda3KuVwAogFCmhAbXnPLY,0.00000801070880886115%
2021,ArabPunkz #3063,https://exchange.art/single/BEPEmjN6Yc5HSF6x8QxpGU7cYVRzzMEV437pCh7QG58Q,0.00000801906067805360%
2022,ArabPunkz #2493,https://exchange.art/single/GrwZavVjbsBkW1FYxbTqsxidG84Mm8kFr7uoN5dtjT9q,0.00000802432930116455%
2023,ArabPunkz #1545,https://exchange.art/single/8F1gicMNWMyDPpq9nJH4WS189EUJdK95NFNy9RPZAQnj,0.00000802866453135058%
2024,ArabPunkz #4884,https://exchange.art/single/E5A5j3oLPdHCfuFND4Y3TCxLWNEUwQ3zojmLp9HhYynB,0.00000803297150180759%
2025,ArabPunkz #589,https://exchange.art/single/Fdr8a7YAwgnGdqksXr41cY7RAyBbx1gDPWvs3oJstkSu,0.00000803308848772063%
2026,ArabPunkz #2379,https://exchange.art/single/13kHJM1dFepCECXZ6EPn5fkibqjh8eFZQaVED1zdrwTy,0.00000803773316223475%
2027,ArabPunkz #2795,https://exchange.art/single/J9RmJ2fqKeq76eMqLbLHc7qc7qFWmjHG2i2wGqGXFBbH,0.00000804751346658972%
2028,ArabPunkz #2917,https://exchange.art/single/8GkWkZcgxBf3idG37sQREjuosweEEy8cMkZEygXZAuqJ,0.00000804839242119684%
2029,ArabPunkz #4629,https://exchange.art/single/BMATDcQLCRvf4wHSeX1nHGiYZps5r8uygwZNThxxWcTR,0.00000805620112682812%
2030,ArabPunkz #4419,https://exchange.art/single/2oEhUCxRnqhJSLgckte1AVEkyy2jXotKaaPzCnGRuHmJ,0.00000806609160121384%
2031,ArabPunkz #2633,https://exchange.art/single/EHFdiQcC9GtPtiYnEqD2LDGWNiPA96XQU7K66YyzYf7h,0.00000807721145470793%
2032,ArabPunkz #2012,https://exchange.art/single/EBCwJvM5ou7zFQ3BKphr6X1YBZYoCTe1zUxUmMTEfjWj,0.00000807989748463578%
2033,ArabPunkz #4590,https://exchange.art/single/3k67Pap29ChtLmSEL2Ju7kfmQHjKZiJjfVNMqFmiuYpS,0.00000808867751686200%
2034,ArabPunkz #92,https://exchange.art/single/BGP1UMa7EjVkjkpjCCwkYhrZc7Kj3dC3UibeLkfeU9s1,0.00000809161050928848%
2035,ArabPunkz #4303,https://exchange.art/single/H6mycArEYc1o38UDTVdXt6YReEzJy8qGLVii81hmbStg,0.00000809627840519408%
2036,ArabPunkz #2515,https://exchange.art/single/3gGEUBawJkc7pmCqa1r2Yr93Q5u3LwXQxcPZeY4YXhvV,0.00000809967527081205%
2037,ArabPunkz #711,https://exchange.art/single/E87FVkJ5PC4uZR4ezesh6b7sHX6viRoburrTxkjYvYNJ,0.00000810177408550450%
2038,ArabPunkz #1214,https://exchange.art/single/5twTNVFKejZqM9u3aV4mwi77SrVdFnjSneN5g2wfiBfX,0.00000813300817418067%
2039,ArabPunkz #446,https://exchange.art/single/CaZvLjVMb4F6ZrHiojkdAvNrGARZeg7pnkuwab4Ao2Xq,0.00000813919741181290%
2040,ArabPunkz #2876,https://exchange.art/single/66A1iwM2UAUG8Rc919sKXCXNYM9ZHkorHYK29dM4tM18,0.00000814267599682308%
2041,ArabPunkz #3571,https://exchange.art/single/C6T3QkDVBTUarx59iTrBcDLpmaXdFvfbPZqacZdu3N1R,0.00000814653952407258%
2042,ArabPunkz #3539,https://exchange.art/single/3xYeQ6YUPQnEFtDwZYaU1ANZX78wXuX8kcD4qsZCXfkX,0.00000815437625989558%
2043,ArabPunkz #3659,https://exchange.art/single/12L6Fpdd4jRatBjSic8g9DJEQHCKj1EWeMTxGb6KZmRC,0.00000816164858440585%
2044,ArabPunkz #4266,https://exchange.art/single/5hPDafw4zG5TWAey8TaEEPt2sioyLvxPhqgMCjz924hX,0.00000816614005575425%
2045,ArabPunkz #1169,https://exchange.art/single/2b7tS5VTnNvn1SbtGLHdhkNBBeqmxLSynjMbjBF8Tsqm,0.00000817782503708371%
2046,ArabPunkz #783,https://exchange.art/single/DynrJFNoj1s9BdzxUC84mpLrxmLXiBk3nTBRK8q5yDoK,0.00000818541133195786%
2047,ArabPunkz #2450,https://exchange.art/single/AsX4PHDFLmhwFCif3Vgb5RUnYQcTMUHntUfxL6BeA5EQ,0.00000819141970443075%
2048,ArabPunkz #4455,https://exchange.art/single/7VV8n2EuvN4j7Fz6ViSz5qzaAkhK3byuAx3NZh7S8BC7,0.00000819221123857237%
2049,ArabPunkz #3395,https://exchange.art/single/CKAFgwK1hJDCkS1XELyS77fJkF1n1x2HRJbiX5Mq8wJ,0.00000820530693228350%
2050,ArabPunkz #2243,https://exchange.art/single/6P3kWr6o4gTqrZ6YWER1vG4P7m14a5mtac1ycVnZDUZE,0.00000820923436172732%
2051,ArabPunkz #4803,https://exchange.art/single/EAYe8ME8o3tuTcfBY8q5jFrFqKKofqEYyNXBYrbjPaMz,0.00000821880762088372%
2052,ArabPunkz #1244,https://exchange.art/single/6GnFk3Tz2DMhmbwicxJSeZVpsmzxW8svzuKaKJSzbwLG,0.00000822084025491562%
2053,ArabPunkz #2599,https://exchange.art/single/FdZVUDRhWGu4DDK3yWL7sUapc5psNHy1bFomAqmPe9B3,0.00000822541783979441%
2054,ArabPunkz #128,https://exchange.art/single/6kFijz8DDk4ag3VyVPzbdKgFeVh2r8rwUa5L4MHYzYHm,0.00000823054165213396%
2055,ArabPunkz #3780,https://exchange.art/single/2jcA5gRLPJzdDE3pLp1QNT7fyGTJC14EeTCU6anmeZDE,0.00000823712618376888%
2056,ArabPunkz #3075,https://exchange.art/single/2W8MziL59MSSsABe6FQFJ376PPpPktzWwunobsFj4KRU,0.00000824258651111997%
2057,ArabPunkz #2577,https://exchange.art/single/BFuCQJNZaAgwRfhvWQdRBSsQ3SGEqhpBrPWmTNQPcJET,0.00000825037203719725%
2058,ArabPunkz #1880,https://exchange.art/single/GHdYtBv7dHe2pRiQpQUbJ6nU31quecfxEM2qQueFrHYw,0.00000825245569908693%
2059,ArabPunkz #189,https://exchange.art/single/9cpo7gxH9mRuavqjyhCpviHexhK1rGeQ4YUGhB8PGPhQ,0.00000825257336977298%
2060,ArabPunkz #1846,https://exchange.art/single/GJ5NzZAntBb4Nk4RCB4XgWezoTEiVaKCfQHzDQAoYupq,0.00000825862969123399%
2061,ArabPunkz #3529,https://exchange.art/single/AKU5HjroToYDrvGeiUV86E71bd5gMhkb3kwttkRWVoge,0.00000826505495462224%
2062,ArabPunkz #3191,https://exchange.art/single/7Np9JkEGiMrmawx4q4WuPNnSaLkjxCzP2J1Au7UqBGkN,0.00000827048972481857%
2063,ArabPunkz #2547,https://exchange.art/single/3JmU5quGRA41bW7kYQC3vjBaYiKVBU3XCYBfc5wTYM86,0.00000827800068140672%
2064,ArabPunkz #3043,https://exchange.art/single/8UnURUMQtTZen4ePg1536JT56zLgPG7UmFhDea1ydQmC,0.00000828816192927895%
2065,ArabPunkz #4261,https://exchange.art/single/3YzjtEELMXqReVcaAb8MUipqrUtmeUSF1FXVJs8QjkfV,0.00000829745008824708%
2066,ArabPunkz #2985,https://exchange.art/single/4BSmcshhNPX4k1oq13m9RodC9cS1h18zgkfJgEmSWEjF,0.00000830030465717950%
2067,ArabPunkz #1250,https://exchange.art/single/4YPd8HCHp7UwjyqVutTujeQcqRa3YS4JbbjhHUSfBmDy,0.00000830185328207803%
2068,ArabPunkz #4079,https://exchange.art/single/BYevs9ESpdYNtcdYPC3hzzTG4qCFXKveU3p7FRQqSQqT,0.00000830503328993887%
2069,ArabPunkz #4222,https://exchange.art/single/42eYwcp8qt4tvWAqxqCeXKZmu4EPYm3qxTNHX6tK4Nzm,0.00000830710467333448%
2070,ArabPunkz #4687,https://exchange.art/single/3t9NMSa3gqz4oikWn1Xws3QUsVG3jszz7znWfjuktDmH,0.00000832394509834789%
2071,ArabPunkz #2207,https://exchange.art/single/9yeXsGTKKz53KGVkDpM4bQEzAngcvTGqSwZM8BvATTJS,0.00000834123201323740%
2072,ArabPunkz #1872,https://exchange.art/single/38fdWiCufGjPzDZxnTUy9zDmawc55yuK8ph58firvrMS,0.00000835262416839390%
2073,ArabPunkz #4094,https://exchange.art/single/Gg2GD8TvE8pMvSRwn3QxrFc7rKjet7EwcspAyW4Pg2hE,0.00000835525039101547%
2074,ArabPunkz #4356,https://exchange.art/single/6gPPNag7B6UHCEXVdS9rS1uki7dDqzHmdewa76649h5t,0.00000835619720201220%
2075,ArabPunkz #2509,https://exchange.art/single/98Nq6oC84Q7HE2ktx6jnVuraogfNeFyxkyjTPbsWJXxz,0.00000836784405907110%
2076,ArabPunkz #3791,https://exchange.art/single/CM4o94MguuxWb7k1K65qafjKfV9chmdELaaeEaquSY4M,0.00000838108728358016%
2077,ArabPunkz #4775,https://exchange.art/single/Dkv3PrjqUa4vvjifhQBBRU8UB4SaNxzJvrxMoVPYbnfm,0.00000838651910893905%
2078,ArabPunkz #431,https://exchange.art/single/4Qoi9VWGf6bqjHwHFJTNt2VZxkvP4WsRm8LhbjKkdR55,0.00000838781483493655%
2079,ArabPunkz #2081,https://exchange.art/single/7H9WraXBFfnjxgnr9nVRLTQpjDGQsRq9Da8Zeh9BihUF,0.00000840049478524522%
2080,ArabPunkz #2528,https://exchange.art/single/3VFBJPShGXzKqyJWSt7eyfippF8B3pE7PHYRmaUt2GLA,0.00000840095808194094%
2081,ArabPunkz #3024,https://exchange.art/single/HkjxE557M1TZgiD8LbZc7eSXYm75coYoSd6j9434SycT,0.00000841086197271065%
2082,ArabPunkz #102,https://exchange.art/single/AZWYn1f5Hg4sWSYS6P49ZF13mnhFPdYWnsRDXkJefANn,0.00000842725325820678%
2083,ArabPunkz #3519,https://exchange.art/single/7mmhhkVYV9oRVtkgEu15FCXFxZQyDHsmojXGDvrVM8Rf,0.00000844182363584888%
2084,ArabPunkz #2851,https://exchange.art/single/9TXFGwiVFDpmGedhrDY3nr22ybRLoZWRrLKDPQEwTqPC,0.00000844554789742802%
2085,ArabPunkz #349,https://exchange.art/single/Gpz91zPbDLrxFUqT12dCoFxLF9zuQ4iZiX6QR7BbrSqp,0.00000844709774014790%
2086,ArabPunkz #1564,https://exchange.art/single/3262eazbXFbntLt6Jorf8vvVJjpp5ho3o2a32J2692Ni,0.00000844894164801114%
2087,ArabPunkz #3572,https://exchange.art/single/6PS7jJXLuqHhfma5obdDVLh39tvNQh8z9FUkwpqPaBTS,0.00000846476159942585%
2088,ArabPunkz #1637,https://exchange.art/single/AdRQEaybsbC3C3EoDb2W2B6JTNCczKndu3KanZzZgESj,0.00000847192585286914%
2089,ArabPunkz #548,https://exchange.art/single/9Yw1trxFtoVAjTDZdGyvk8tFWchwZovXZRdb9w2eYgcK,0.00000847491777337585%
2090,ArabPunkz #635,https://exchange.art/single/2rEkGDLuCceTJH1T3U4nuQ9QzuC1cuiZpWUjMFf5Cw9B,0.00000847831136188638%
2091,ArabPunkz #525,https://exchange.art/single/A2cscqfEkByCa4iQrRg2YfoKoQKzkvPwSq3EDbMk5Bb,0.00000848039213941877%
2092,ArabPunkz #293,https://exchange.art/single/7YQ3mnpjh93gJpHqB8KCbyRGqk5Hp5JJmpuEyPd5SKgx,0.00000849433306714491%
2093,ArabPunkz #3769,https://exchange.art/single/DF9Kw443DJheqJaaGrp7rPf4Pj25iqAA8JT1Q6ooaCuk,0.00000849577321128240%
2094,ArabPunkz #4323,https://exchange.art/single/944gG9VhXYq6eo3Q6DGfDBZfpj3P9A82Vn2dbrLnfwpN,0.00000851842555434839%
2095,ArabPunkz #3557,https://exchange.art/single/FHXbAQajVDtUYY3djQshAF54pjCFSzCcEsyykrb32GoP,0.00000852186479062944%
2096,ArabPunkz #808,https://exchange.art/single/3WXyVNUsvWqYa9WV6okGc4VRKq94L9VbV57edCVyvH9N,0.00000853595358783659%
2097,ArabPunkz #749,https://exchange.art/single/2DNwEWdvsXEVEeNdWhNgZVxKeZpMpa1PYhcfT8b8JBej,0.00000854291276123185%
2098,ArabPunkz #3538,https://exchange.art/single/8DucANf3vCJwVTELUqoM5M2okuyLNW8qo26B7hSXSCMv,0.00000856220731427190%
2099,ArabPunkz #4731,https://exchange.art/single/4ai4whr6EKhhMXezNuWAZSUyG9aeqtwNjngA5GgThMA9,0.00000856285562664966%
2100,ArabPunkz #2281,https://exchange.art/single/37uPFQHCtf5FCDTKncmyD1Y9ETwcGuF6vhhsvF3PK3Nr,0.00000856442452910982%
2101,ArabPunkz #3884,https://exchange.art/single/GXQt5nQm9qrXGM4EktNzJDQsVr8tfKwwDSyRgwL77gUV,0.00000856482488213890%
2102,ArabPunkz #1039,https://exchange.art/single/AZMdzkyKtv2xqHUEEo88BEHfs2tQoATxhaSBZ43433xk,0.00000857727485399858%
2103,ArabPunkz #866,https://exchange.art/single/BTEXpzHYZF2EamhZZB1LfkEA5LERE8CvSdcnqPe2pvM2,0.00000859305347423803%
2104,ArabPunkz #1568,https://exchange.art/single/DNNwcZyfrHkjxiZwUm6S1xFVdi48bv6hAuqgrckc5ubG,0.00000859435091031126%
2105,ArabPunkz #1031,https://exchange.art/single/6L6KCaeTyZw2z6X3pqsfv4EusnmoYuiMJJZtdUmgVpX1,0.00000860986820597992%
2106,ArabPunkz #1163,https://exchange.art/single/C6XvMpFFE9zUKPKWu4pWXpLPQAWdEVFyfpwFPryKNuTy,0.00000862703901395123%
2107,ArabPunkz #1869,https://exchange.art/single/DTN6commraaLgQSimD6TCYVw8NdppZoB3UAjmXYeJ9F1,0.00000863334237995017%
2108,ArabPunkz #492,https://exchange.art/single/84JZ1NgFcBiCyoHYqeLPJEMUM77b5FMKcNNVvdM4NpMA,0.00000865474430264206%
2109,ArabPunkz #3639,https://exchange.art/single/E6V7gnPjFaaBM9hRGiUva6eguEux3seNAedVCv83RtHQ,0.00000865855189308864%
2110,ArabPunkz #1534,https://exchange.art/single/yVwPQ2zSY87smU6eKectgS7emkmqedkg7be1vv2XKqB,0.00000866227306898846%
2111,ArabPunkz #2340,https://exchange.art/single/FWXue1hQTEp2uqKxy3Lgxg2mtdxYvK59wdsSEbYagSBj,0.00000867645540999423%
2112,ArabPunkz #2364,https://exchange.art/single/9kUcrq1CWy3itBJmKLC5nbayqPoMF7kjDt4MezPW4Yyv,0.00000867930592357569%
2113,ArabPunkz #2345,https://exchange.art/single/GH2PsaYHubYZVjc7Jk42hmaY5671JJyK9XFbb1Fjzntb,0.00000868937486368274%
2114,ArabPunkz #4693,https://exchange.art/single/DcbMGQcTmCJDKAsJGy8gAx9QYwtXHKV4bQMQecz3TQzx,0.00000869001663469450%
2115,ArabPunkz #1365,https://exchange.art/single/BJDpp4VYF7Ldbe4C2CML23PLeF5ocqnYsdqc9DqPRCk,0.00000869326147629402%
2116,ArabPunkz #1847,https://exchange.art/single/F1GNN2sMtgoSnLWsPw35niGzL12amNY7Y6jSDcPvmwgj,0.00000869647811027423%
2117,ArabPunkz #4059,https://exchange.art/single/HocMCfUUtYppeq2Yoh636u5FiDPiY6reCY8hxrc44mRh,0.00000870081959049055%
2118,ArabPunkz #3961,https://exchange.art/single/2zQQ75RGXm8bdKDjZVCYn6yBudQmYRSFHhyBm6cYMDWT,0.00000871250659966079%
2119,ArabPunkz #3962,https://exchange.art/single/8ykSpUCgxLQw8Dx7eZDco7LrLiY4ysHrtXg2BTHgZwzA,0.00000871250716123880%
2120,ArabPunkz #2663,https://exchange.art/single/7BvEbQAzhe52UDBQuEhLzCLQR4QgyjMCJXQ9Ffdg67ru,0.00000871991379117461%
2121,ArabPunkz #2402,https://exchange.art/single/2PUiKFpJggCddptmrz7djwwrQicVB84FP7E9zThh6u4P,0.00000873335936255136%
2122,ArabPunkz #2049,https://exchange.art/single/61W4F4fqKQFffxnBiAWaxTRet4B7Sae8F2toGTTanEwC,0.00000877462416050742%
2123,ArabPunkz #2042,https://exchange.art/single/EN762oSmUr5MdZP4t9TiFRr2cNQ13zV1cnuV55BW2dgV,0.00000878637557590366%
2124,ArabPunkz #4676,https://exchange.art/single/ALDUoTiL66yWy8V69pUMgJgYAf87bmhGaea35y8UMX9B,0.00000879084479727690%
2125,ArabPunkz #4796,https://exchange.art/single/3VTPY3x49UsSsgTgc4DXLiD8gSgLsu5o6JLhhLsfS8NW,0.00000879220315598882%
2126,ArabPunkz #3107,https://exchange.art/single/tfv1XjTrUYh6zMDccPJ6JfhQY7rvcAiQUzyGCfRa9Hd,0.00000880781329772360%
2127,ArabPunkz #3949,https://exchange.art/single/BxyWrAnwWKi8bBCH43Xic8seFf2esxU7EYCiZrMcZ156,0.00000882088403705555%
2128,ArabPunkz #2562,https://exchange.art/single/AECvn4tZSgtAfygGC9zvG1VkTTPemGbFoxnqSydfdvUr,0.00000883753274421026%
2129,ArabPunkz #547,https://exchange.art/single/8pvuSrAK1wR2NziDYHqE8McWHynD9WbDg7gUWhp5wFVL,0.00000884573929140850%
2130,ArabPunkz #4941,https://exchange.art/single/EK4G5zHQq9e46choRsT5g6pUV3frPSXZixrD4ftxGjh,0.00000884700318395304%
2131,ArabPunkz #2108,https://exchange.art/single/2hjcoAwM1j5xKvVKVqPqQDm2LVdHEsykrD4JRcv4HfyR,0.00000885227045825932%
2132,ArabPunkz #2563,https://exchange.art/single/HD5PKiJ4aucTyU4Pjdnkvhg5BRWsmJTLjdwCFDckdGLV,0.00000885353011642144%
2133,ArabPunkz #4620,https://exchange.art/single/2bjsCn5q2mMq79TuK3go5T4kZLLVk36QfZXEFmE3j6ZD,0.00000885608180403331%
2134,ArabPunkz #2079,https://exchange.art/single/TYwfvDhF7N4bbRfVKfhvkpmzAZVf5JXiLcnNRacXrpi,0.00000885674531379543%
2135,ArabPunkz #2008,https://exchange.art/single/6JawyqQ8SM8TsN5he4MqUxrWmMFVZetNEgwVrJLjSHDL,0.00000885961881740424%
2136,ArabPunkz #1937,https://exchange.art/single/C3C1JMusjfQwJumFjBsaRXokcLQ24Fr2J8vAivEuQpdw,0.00000888872229384565%
2137,ArabPunkz #728,https://exchange.art/single/9gvNXKGFTfxqtq2L3PcdpZvVJwLaLYDQ8y4EG6tPpPe6,0.00000890026151610866%
2138,ArabPunkz #2028,https://exchange.art/single/4oey8mBR9skX3ACACFxcW9hPy2D4uTkCYwYF1tPQRiv4,0.00000891732344899328%
2139,ArabPunkz #3039,https://exchange.art/single/5XRJLXuhuoXKCsTbZEQJoNtAeupq38QuzjfMf1HJDShx,0.00000891768598781611%
2140,ArabPunkz #343,https://exchange.art/single/CmdXXfuf7AYgZDeW98E5UmYXRdhjbccvzBwAsedqduKF,0.00000892899059310324%
2141,ArabPunkz #1508,https://exchange.art/single/5KGrKVbvy9y8WjPMLiViJzX1hzAXAYsffcmBeERjHBTU,0.00000893643057341662%
2142,ArabPunkz #4863,https://exchange.art/single/HPbKACWF9UFSNSztdr6AJnm3ScBMq1gmBJWPRP494hSv,0.00000894178240032428%
2143,ArabPunkz #746,https://exchange.art/single/GcSXDH1uNkWbjPzmVQvgxTfMSH9jzmcvEbgpWhokwYHX,0.00000894234714604186%
2144,ArabPunkz #3501,https://exchange.art/single/E9w67qRUM5RMsxZPUoHDYfE7rN8yWU4XJuKDe9ARm74R,0.00000894606128825137%
2145,ArabPunkz #3523,https://exchange.art/single/A6hCUgCq92WMGExs3C55DSFbjrB6R5KLtUQmPThsX2jx,0.00000895232124124611%
2146,ArabPunkz #2954,https://exchange.art/single/7UsEbSp2ZT3PtM725nXiN2PiJxWfyXzdEbwoUX8WzGa4,0.00000895838065075707%
2147,ArabPunkz #4995,https://exchange.art/single/MSpKMt4us9B5aNuDUJ7eE7uSRBPZkz5h66Kk9F8PdvA,0.00000897877615049821%
2148,ArabPunkz #4579,https://exchange.art/single/6hEBTwaxneH5HvgviDv2524RFCjXEiCQDTTKnVgVmPd4,0.00000898579910957377%
2149,ArabPunkz #674,https://exchange.art/single/DKZBUDhpXmC3jHLcbJofSiS94TMCoscYBx42cetG8BR1,0.00000899788763780226%
2150,ArabPunkz #4873,https://exchange.art/single/2MaZEveotSn165kVA8mwD4vys4oTdfK13g5ifU33VNpU,0.00000900121228625740%
2151,ArabPunkz #1493,https://exchange.art/single/HuAYFKNHpiCQHYgVcbs2i56aSpRYruNngmps9TsRmgmz,0.00000900781199927340%
2152,ArabPunkz #3592,https://exchange.art/single/C33NfpZSfgMzmFYrTAaGY6ecEvaYpUDiM7Tx7WJnf6fK,0.00000901203197693245%
2153,ArabPunkz #1278,https://exchange.art/single/6ADn3m59NwSfQX7eankYF9xnw4s9EHJnSDVnqmqoWNa9,0.00000901511841622478%
2154,ArabPunkz #195,https://exchange.art/single/5DynZeiMCaEWhgk16Dz5NdQuQJTqLf9ZK1tcU5URUfGF,0.00000903488736933783%
2155,ArabPunkz #3147,https://exchange.art/single/ErCQZuJcaBxqai4UovJ4j59V1KPQdVWboSsHPtHJHLD3,0.00000903691128393088%
2156,ArabPunkz #1582,https://exchange.art/single/ANxzNxNJYMEWSjEkDSJcxYgG4bmZxE4AC7VLZfqRy5tB,0.00000904009744304160%
2157,ArabPunkz #826,https://exchange.art/single/BWvDdFrVkG7eJ2N6nKMzVXiEb6n7tm7JJ3rxjqWhzjpr,0.00000904277986711619%
2158,ArabPunkz #425,https://exchange.art/single/9ExNXycBZzGMDYM9QcStsk2sizRjGS2vSfBwGpCNndMb,0.00000904507490518059%
2159,ArabPunkz #778,https://exchange.art/single/98LdMhyxNQs2LXgjdaMnoLj8jfDwqhaSx2KsszSMDE4s,0.00000905134270864037%
2160,ArabPunkz #1681,https://exchange.art/single/AgQeMMJBrerjdLpWWyQ5Lb3nvVgNFiE2FmPJPuXUepyy,0.00000906063436815887%
2161,ArabPunkz #2141,https://exchange.art/single/HoL3UVv7ZZEcT5Lq4VrroGMhdcLsySPuhaJ7r3rqt3oW,0.00000906390036327322%
2162,ArabPunkz #4575,https://exchange.art/single/7X4DKjhD1yAM9WpjaRcwVZLYuueiv52dB63P44wAYg7Z,0.00000908619345358385%
2163,ArabPunkz #2895,https://exchange.art/single/87axWVm92NUpBAM34Lqva2QXEdvRsrPouJTEM55f3Ln7,0.00000909354914358944%
2164,ArabPunkz #424,https://exchange.art/single/Cv7kZvPTVnDTr4obunTMrF1pLPHX4GioAa7iQ4YqnYGh,0.00000909930011884243%
2165,ArabPunkz #827,https://exchange.art/single/4xAhFvNbwbwAv2BhQXWSXHdCgcHAfBUkqhdCVvFF7umS,0.00000911902375817676%
2166,ArabPunkz #2538,https://exchange.art/single/7twshPbeTBSA6tEjHGQVmfEfc6sBK3EBr8N3oHJXD5YV,0.00000912715152537309%
2167,ArabPunkz #4482,https://exchange.art/single/ABF7vMZ6g2Zzo2GpBfP1te7skejV93HszZkFYDeaAnEE,0.00000912983428598600%
2168,ArabPunkz #4954,https://exchange.art/single/3cJKmqr1WTqheUZXoEuohWHHC1z4oZqaD7twSoeqx7J7,0.00000913018090567729%
2169,ArabPunkz #2356,https://exchange.art/single/5Trwghzt6UNuqtZLwYpjbJBkq55DPNZDt1vDfcxPnz5S,0.00000913130743391436%
2170,ArabPunkz #4535,https://exchange.art/single/AKRXobsNxU4s6AvhxhxeWdyhC8tKD25Etd5cbA15ZCHL,0.00000916213364684204%
2171,ArabPunkz #3653,https://exchange.art/single/o6zHKUyrYub2d6vaoy7HsipbV4WJ2rwpqJ3Xetn3gLb,0.00000916434580666206%
2172,ArabPunkz #1223,https://exchange.art/single/EYE7XFa41naVkE8jpGkNuK1nGV4QMHskQop7yNPuphGy,0.00000916751428228847%
2173,ArabPunkz #1727,https://exchange.art/single/BiagiGwuRUbzPca5sgbb1KT63ZDLWwT9Jutm5V8W6Qp5,0.00000916757680331588%
2174,ArabPunkz #4305,https://exchange.art/single/CNwxaTdZT6jWWp1bPvDHSF4bWbrgwpFxSL3jcukKt7rt,0.00000918202665478052%
2175,ArabPunkz #4756,https://exchange.art/single/BuDLxWqfvd5KuxmHZeyLZYe7SX9xJ9vR3tiNPtbkX6sz,0.00000919488035644767%
